Caminho do cliente;Última verificação;Estado dispositivo;Próximo estado do dispositivo;Fabricante;Modelo;Endereço IP;Número de série;Mac Address;Nome do dispositivo;Localização;Número do modelo;É cor;É duplex;Tecnologia do dispositivo;Tipologia do dispositivo;Data instalação;Localização;Firmware;Criado em;Modificado em;Está desligado;Nome do agente;Contador dispositivo;Total mono;Total cor;Total impressão;Total cópia;Total simples;Total duplex;Total <= A4;Total >= A3;Total impressão mono;Total impressão cor;Total cópia mono;Total cópia cor;Total fax;Total digitalização;Mono <= A4;Cor <= A4;Impressão <= A4;Cópia <= A4;Mono >= A3;Cor >= A3;Impressão >= A3;Cópia >= A3;Mono simples;Cor simples;Impressão simples;Cópia simples;Simples <= A4;Simples >= A3;Mono duplex;Cor duplex;Impressão duplex;Cópia duplex;Duplex <= A4;Duplex >= A3;Mono simples <= A4;Mono simples >= A3;Cor simples <= A4;Cor simples >= A3;Mono duplex <= A4;Mono duplex >= A3;Cor duplex <= A4;Cor duplex >= A3;Impressão mono <= A4;Impressão mono >= A3;Impressão cor <= A4;Impressão cor >= A3;Impressão mono simples;Impressão cor simples;Impressão simples <= A4;Impressão simples >= A3;Impressão mono duplex;Impressão cor duplex;Impressão duplex <= A4;Impressão duplex <= A4;Cópia mono <= A4;Cópia mono >= A3;Cópia cor <= A4;Cópia cor >= A3;Cópia mono simples;Cópia cor simples;Cópia simples <= A4;Cópia simples >= A3;Cópia mono duplex;Cópia cor duplex;Cópia duplex <= A4;Cópia duplex >= A3;Impressão <= A4 simples mono;Impressão <= A4 duplex mono;Impressão <= A4 simples cor;Impressão <= A4 duplex cor;Impressões >= A3 simples mono;Impressões >= A3 duplex mono;Impressões >= A3 simples cor;Impressões >= A3 duplex cor;Cópia <= A4 simples mono;Cópia <= A4 duplex mono;Cópia <= A4 simples cor;Cópia <= A4 duplex cor;Cópias >= A3 simples mono;Cópias >= A3 duplex mono;Cópias >= A3 simples cor;Cópias >= A3 duplex cor;Contador Canon 101;Contador Canon 102;Contador Canon 103;Contador Canon 104;Contador Canon 106;Contador Canon 108;Contador Canon 109;Contador Canon 112;Contador Canon 113;Contador Canon 122;Contador Canon 123;Contador Canon 124;Contador Canon 125;Contador Canon 405;Contador Canon 409;Contador Canon 501;Contador Canon 915;Contador Canon 916;Kyocera Nível 1;Kyocera Nível 2;Kyocera Nível 3;Revelador Preto Ricoh;Revelador Cor Ricoh;Contador Xerox nívek 1 de preto+cor;Contador Xerox nível 2 de cor;Contador Xerox nível 3 de cor;Nível do Toner Preto;Nível do Toner Ciano;Nível do Toner Magenta;Nível do Toner Amarelo;Kit Manutenção;Kit Transferência;Tambor Preto;Tambor Ciano;Tambor Magenta;Tambor Amarelo;Revelador Preto;Revelador Ciano;Revelador Magenta;Revelador Amarelo;Desperdício Preto;Desperdício Ciano;Desperdício Magenta;Desperdício Amarelo;Unidade Agrafos;Unidade Fusor;Tela de Transferência;Unidade da Tela de Transferência;Removedor de Pó de Papel;Filtro Ozono;Painel frontal;Alerta;HP Impressão Accent;HP Cópia Accent;HP Fax Accent;HP Impressão Escritório;HP Cópia Escritório;HP Impressão Profissional;HP Cópia Profissional;HP ciclo do motor;HP ciclo do motor de cor;HP ciclo do motor mono;Business Color;Graphics Color;Highlight Color;Ricoh Color Coverage 1;Ricoh Color Coverage 2;Ricoh Color Coverage 3;Contador Canon 114;Contador Canon 964;Contador Canon 965;Unidade Laser;Descrição do cartucho preto;Número de série do cartucho preto;Descrição do cartucho ciano;Número de série do cartucho ciano;Descrição do cartucho magenta;Número de série do cartucho magenta;Descrição do cartucho amarelo;Número de série do cartucho amarelo;Marianne;Conexão elétrica (h);Modo de suspensão (h);Modo de poupança de energia (h);Modo de funcionamento (h);Consumo de energia (kWh);Emissão de CO2 (kg);Total outro mono;Total outro cor;Contador Canon 502;Uso papel (m2);Uso papel (ft2);Uso total de tinta (ml);Cartucho preto usado;Cartucho ciano usado;Cartucho amarelo usado;Cartucho magenta usado;Marianne Impressão;Marianne Cópia
BIM->BIM;2020/03/05 11:49:56;Gerir;Gerir;Kyocera;ECOSYS M3040dn;10.164.108.17;LS67Z48363;00:17:C8:58:11:B9;PBMZFPM5X01;DCS2 -25 Junho Maputo;;Não;Sim;Laser;Multifunções;;DCS2 -25 Junho Maputo;2P0_2000.007.124;2018/07/04 20:31:59;2020/03/05 11:13:56;Não;BIM;152760;152760;;88360;64400;110563;42197;152760;;88360;;64400;;;141832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;;;;;;;;;;;;;;;;;;;;;"Em Espera";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:46:09;Gerir;Gerir;Kyocera;ECOSYS M3040dn;10.160.48.115;LS67Z48483;00:17:C8:58:09:4B;PEMZSE07E05;DOEC - Dep Meios De Pagamento;;Não;Sim;Laser;Multifunções;;DOEC - Dep Meios De Pagamento;2P0_2000.007.124;2018/05/22 12:07:09;2020/03/05 11:07:44;Não;BIM;51382;51382;;46869;4513;25260;26122;51382;;46869;;4513;;;8774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;;;;;;;;;;;;;;;;;;;;;"Sleeping";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/02 23:47:05;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.106.122;VM48Y15741;00:17:C8:6D:77:3B;KM6D773B;PRP -Maxixe Prestige;;Não;Sim;Laser;Impressora;;PRP -Maxixe Prestige;2T6_S000.002.302;2019/05/17 10:33:49;2020/03/02 23:06:10;Não;BIM;6326;6326;;;;6326;;6326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:45:25;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.103.19;VM48Y13816;00:17:C8:6D:3A:52;KM6D3A52;DCCI -Chimoio;;Não;Sim;Laser;Impressora;;DCCI -Chimoio;2T6_S000.002.028;2019/05/29 14:54:07;2020/03/05 11:05:54;Não;BIM;53183;53183;;;;53183;;53183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:17;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.99.151;VM48Z16810;00:17:C8:6D:98:45;KM6D9845;DCC -Tesour Interm Quelimane;;Não;Sim;Laser;Impressora;;DCC -Tesour Interm Quelimane;2T6_S000.002.302;2019/05/17 17:03:03;2020/03/05 11:14:35;Não;BIM;10308;10308;;;;10302;6;10308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:54:26;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.106.101;VM48Y13461;00:17:C8:6D:35:A3;KM6D35A3;DCS2 -Pousada Maxixe;;Não;Sim;Laser;Impressora;;DCS2 -Pousada Maxixe;2T6_S000.002.302;2019/05/17 10:33:47;2020/03/05 11:20:56;Não;BIM;24072;24072;;;;24072;;24072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:47:42;Gerir;Gerir;Kyocera;ECOSYS M3040dn;10.164.112.70;LS68149159;00:17:C8:58:6C:0F;PBMZFPMDT01;DCS2 -Samora Machel;;Não;Sim;Laser;Multifunções;;DCS2 -Samora Machel;2P0_2000.007.124;2018/06/08 10:36:41;2020/03/05 11:10:42;Não;BIM;143432;143432;;104712;38720;94043;49389;143432;;104712;;38720;;;95473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;"Sleeping";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:45:54;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.98.77;VM48Z16229;00:17:C8:6D:94:11;KM6D9411;DCN -Mandimba;;Não;Sim;Laser;Impressora;;DCN -Mandimba;2T6_S000.002.028;2019/06/27 19:21:42;2020/03/05 11:07:00;Não;BIM;12752;12752;;;;12740;12;12752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:54:37;Gerir;Gerir;Kyocera;ECOSYS M3040dn;10.164.108.161;LS67Z48579;00:17:C8:58:09:2F;PBMZFPM1X01;DCS1 -Chamanculo;;Não;Sim;Laser;Multifunções;;DCS1 -Chamanculo;2P0_2000.007.124;2018/11/01 16:16:14;2020/03/05 11:21:12;Não;BIM;124079;124079;;70175;53904;99852;24227;124079;;70175;;53904;;;126382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;;;;;;;;;;;;;;;;;;;;;;;;"Pronto.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:47:06;Gerir;Gerir;Kyocera;ECOSYS M3040dn;10.160.48.44;LS68149242;00:17:C8:58:64:D0;PEMZSE07E03;DO -Nucleo De Transferencias;;Não;Sim;Laser;Multifunções;;DO -Nucleo De Transferencias;2P0_2000.007.124;2018/05/22 16:36:17;2020/03/05 11:09:18;Não;BIM;125386;125386;;115356;10030;75216;50170;125386;;115356;;10030;;;33330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;"Sleeping";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:49:38;Gerir;Gerir;Kyocera;TASKalfa 3011i;10.160.48.22;V937810532;00:17:C8:4E:2E:93;PEMZSE14D02;CC Centro Corporativo;;Não;Sim;Laser;Multifunções;;CC Centro Corporativo;2RH_2000.004.205;2018/05/21 18:36:47;2020/03/05 11:13:02;Não;BIM;83020;83020;;68587;14433;26749;56271;82958;62;68587;;14433;;;18244;82958;;;;62;;;;26749;;;;;;56271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;;;;;;;100;;;;;;;;;;"Em Espera...";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:51:11;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.108.28;VM48Y13755;00:17:C8:6D:3A:96;KM6D3A96;DCS2 -25 Junho Maputo;;Não;Sim;Laser;Impressora;;DCS2 -25 Junho Maputo;2T6_S000.002.302;2019/06/12 18:35:39;2020/03/05 11:15:36;Não;BIM;30341;30341;;;;30339;2;30341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:07;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.110.145;R4Z8X08976;00:17:C8:6C:A6:28;PBMZFPMOL05;DCS1 -Shoprite Maputo;;Não;Sim;Laser;Multifunções;;DCS1 -Shoprite Maputo;2TF_S000.001.349;2020/02/10 16:50:33;2020/03/05 11:18:38;Não;BIM;4450;4450;;3052;1398;3326;1124;4450;;3052;;1398;;;3256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:18;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.101.122;VM49123536;00:17:C8:6E:C3:33;KM6EC333;;;Não;Sim;Laser;Impressora;;;2T6_S000.002.028;2019/12/28 00:35:16;2020/03/05 11:14:38;Não;BIM;3974;3974;;;;3974;;3974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:00;Gerir;Gerir;Kyocera;ECOSYS M3040dn;10.160.48.53;LS67Z48381;00:17:C8:58:10:A6;PEMZSE05D04;SIM -Direccao Comercial;;Não;Sim;Laser;Multifunções;;SIM -Direccao Comercial;2P0_2000.007.124;2018/05/29 11:37:10;2020/03/05 11:14:05;Não;BIM;89190;89190;;79266;9924;61216;27974;89190;;79266;;9924;;;45832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;"Pronto.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:45:29;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.106.188;VM48Y13665;00:17:C8:6D:3C:F8;KM6D3CF8;DCS2 -Morrumbene;;Não;Sim;Laser;Impressora;;DCS2 -Morrumbene;2T6_S000.002.302;2019/06/27 19:13:34;2020/03/05 11:06:04;Não;BIM;10346;10346;;;;10346;;10346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:14;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.109.233;VM49123431;00:17:C8:6E:B0:B3;KM6EB0B3;PRP -Parque Poetas Prestige;;Não;Sim;Laser;Impressora;;PRP -Parque Poetas Prestige;2T6_S000.002.302;2019/07/05 02:01:48;2020/03/05 11:14:18;Não;BIM;13133;13133;;;;13133;;13133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:52:39;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.100.253;VM48Y13744;00:17:C8:6D:3A:98;KM6D3A98;DCN -Nacala Velha;;Não;Sim;Laser;Impressora;;DCN -Nacala Velha;2T6_S000.002.028;2019/05/30 08:43:35;2020/03/05 11:18:05;Não;BIM;10930;10930;;;;9229;1701;10930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:46:33;Gerir;Gerir;Kyocera;ECOSYS M3040dn;10.160.48.27;LS67Z47217;00:17:C8:57:9F:43;PEMZSE07E06;DOEC -DOF -DIR Oper Financeiras;;Não;Sim;Laser;Multifunções;;DOEC -DOF -DIR Oper Financeiras;2P0_2000.007.124;2018/07/27 00:56:51;2020/03/05 11:08:19;Não;BIM;178668;178668;;173439;5229;170235;8433;178668;;173439;;5229;;;9665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;"Sleeping";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:02;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.108.52;VM48Y15410;00:17:C8:6D:64:49;KM6D6449;DCS1 -JAT;;Não;Sim;Laser;Impressora;;DCS1 -JAT;2T6_S000.002.302;2019/04/29 23:01:25;2020/03/05 11:18:30;Não;BIM;9771;9771;;;;8918;853;9771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/02/24 11:50:59;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.111.170;VM48Y15576;00:17:C8:6D:7F:7A;KM6D7F7A;DCS1 -Eduardo Mondlane -02;;Não;Sim;Laser;Impressora;;DCS1 -Eduardo Mondlane -02;2T6_S000.002.302;2019/05/20 11:05:04;2020/02/24 12:04:34;Não;BIM;9145;9145;;;;8966;179;9145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/02/10 14:26:36;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.100.59;VM48Z15889;00:17:C8:6D:87:96;KM6D8796;DCN -Monapo;;Não;Sim;Laser;Impressora;;DCN -Monapo;2T6_S000.002.028;2019/06/28 13:20:49;2020/02/10 14:07:50;Não;BIM;3638;3638;;;;3630;8;3638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:45:28;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.111.85;VM48Y15754;00:17:C8:6D:79:A0;KM6D79A0;DCS2 -Xipamanine;;Não;Sim;Laser;Impressora;;DCS2 -Xipamanine;2T6_S000.002.302;2019/06/18 17:58:58;2020/03/05 11:06:02;Não;BIM;28038;28038;;;;27913;125;28038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:46:27;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.104.154;VM48Y15422;00:17:C8:6D:64:45;KM6D6445;DCC -Matacuane;;Não;Sim;Laser;Impressora;;DCC -Matacuane;2T6_S000.002.028;2019/05/29 19:36:23;2020/03/05 11:08:13;Não;BIM;10295;10295;;;;9772;523;10295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;;;;;;;;;;;;;;;;;;;;;;;;"Pronta para imprimir.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:52:21;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.98.72;VM48Y14876;00:17:C8:6D:3E:56;KM6D3E56;DCN -Mandimba;;Não;Sim;Laser;Impressora;;DCN -Mandimba;2T6_S000.002.028;2019/06/29 04:28:35;2020/03/05 11:17:35;Não;BIM;2280;2280;;;;2280;;2280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:54:41;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.160.48.68;VM48Y15493;00:17:C8:6D:76:68;KM6D7668;PRP -SEDE Prestige;;Não;Sim;Laser;Impressora;;PRP -SEDE Prestige;2T6_S000.002.302;2019/03/22 12:13:24;2020/03/05 11:21:22;Não;BIM;38160;38160;;;;38160;;38160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:15;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.110.241;R4Z8503088;00:17:C8:68:D9:5C;PBMZFPMTX01;DCS1 - Timor Leste;;Não;Sim;Laser;Multifunções;;DCS1 - Timor Leste;2TF_S000.001.319;2020/02/17 16:36:09;2020/03/05 11:14:25;Não;BIM;11054;11054;;7373;3681;5082;5972;11054;;7373;;3681;;;6663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;"Em Espera";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/02/17 09:26:35;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.97.122;VM48Y15302;00:17:C8:6D:64:61;KM6D6461;PRP -Pemba Prestige;;Não;Sim;Laser;Impressora;;PRP -Pemba Prestige;2T6_S000.002.028;2019/06/14 11:59:27;2020/02/17 08:38:50;Não;BIM;17303;17303;;;;17303;;17303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;;;;;;;;;;;;;;;;;;;;;;;;"Pronta para imprimir.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:52:59;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.110.152;VM48Y13911;00:17:C8:6D:3D:88;KM6D3D88;BIM- DCS2-Shoprite Maputo;;Não;Sim;Laser;Impressora;;BIM- DCS2-Shoprite Maputo;2T6_S000.002.302;2019/03/22 12:12:32;2020/03/05 11:18:26;Não;BIM;21091;21091;;;;21091;;21091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:30;Gerir;Gerir;Kyocera;TASKalfa 3011i;10.164.112.68;V937810535;00:17:C8:4E:2E:90;PBMZFPMDT04;PRT -Samora Machel Prestige;;Não;Sim;Laser;Multifunções;;PRT -Samora Machel Prestige;2RH_2000.004.205;2018/06/27 14:37:12;2020/03/05 11:19:41;Não;BIM;77858;77858;;57674;20184;47784;30074;77818;40;57674;;20184;;;48263;77818;;;;40;;;;47784;;;;;;30074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;;;;;;;;;;;;;;100;;;;;;;;;;"Em Espera...";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:46:11;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.102.17;VM48Y14506;00:17:C8:6D:43:28;KM6D4328;DCCI - Furancungo;;Não;Sim;Laser;Impressora;;DCCI - Furancungo;2T6_S000.002.028;2019/05/17 10:33:18;2020/03/05 11:07:52;Não;BIM;17118;17118;;;;17118;;17118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;;;;;;;;;;;;;;;;;;;;;"Pronta para imprimir.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
